GSM_samples,,,,
GSM137902,,,,GSM137902
GSM1615580,,,,GSM1615580
GSM1615582,,,,GSM1615582
GSM1615585,,,,GSM1615585
GSM1615587,,,,GSM1615587
GSM1615602,,,,GSM1615602
GSM1615604,,,,GSM1615604
GSM1615609,,,,GSM1615609
GSM1615613,,,,GSM1615613
GSM340488,,,,GSM340488
GSM1009760,,,,GSM1009760
GSM1009772,,,,GSM1009772
GSM1009776,,,,GSM1009776
GSM1009800,,,,GSM1009800
GSM1009804,,,,GSM1009804
GSM1009812,,,,GSM1009812
GSM1009820,,,,GSM1009820
GSM1009828,,,,GSM1009828
GSM1009836,,,,GSM1009836
GSM1009844,,,,GSM1009844
GSM1009854,,,,GSM1009854
GSM1009872,,,,GSM1009872
GSM1009886,,,,GSM1009886
GSM1060754,,,,GSM1060754
GSM175834,,,,GSM175834
GSM175835,,,,GSM175835
GSM175836,,,,GSM175836
GSM175837,,,,GSM175837
GSM175994,,,,GSM175994
GSM176027,,,,GSM176027
GSM176028,,,,GSM176028
GSM176118,,,,GSM176118
GSM176119,,,,GSM176119
GSM176121,,,,GSM176121
GSM340489,,,,GSM340489
GSM340490,,,,GSM340490
GSM340491,,,,GSM340491
GSM340492,,,,GSM340492
GSM340493,,,,GSM340493
GSM340494,,,,GSM340494
GSM340495,,,,GSM340495
GSM340496,,,,GSM340496
GSM340497,,,,GSM340497
GSM340498,,,,GSM340498
GSM340499,,,,GSM340499
GSM340500,,,,GSM340500
GSM340501,,,,GSM340501
GSM340502,,,,GSM340502
GSM340503,,,,GSM340503
GSM340504,,,,GSM340504
GSM340505,,,,GSM340505
GSM340506,,,,GSM340506
GSM340507,,,,GSM340507
GSM340508,,,,GSM340508
GSM340509,,,,GSM340509
GSM340510,,,,
GSM340511,,,,
GSM340512,,,,
GSM340513,,,,
GSM340514,,,,
GSM340515,,,,
GSM340516,,,,
GSM340517,,,,
GSM340518,,,,
GSM340519,,,,
GSM340520,,,,
GSM340521,,,,
GSM340522,,,,
GSM340523,,,,
GSM340524,,,,
GSM340525,,,,
GSM340526,,,,
GSM340527,,,,
GSM340528,,,,
GSM340529,,,,
GSM340530,,,,
GSM340531,,,,
GSM340532,,,,
GSM340533,,,,
GSM340534,,,,
GSM340535,,,,
GSM340536,,,,
GSM1094058,,,,
GSM1094059,,,,
GSM1094062,,,,
GSM1094064,,,,
GSM1094065,,,,
GSM1094068,,,,
GSM1094069,,,,
GSM1094070,,,,
GSM1094072,,,,
GSM1094073,,,,
GSM1094076,,,,
GSM1094077,,,,
GSM1094079,,,,
GSM1094080,,,,
GSM117754,,,,
GSM203678,,,,
GSM211446,,,,
GSM211451,,,,
GSM211452,,,,
GSM211453,,,,
GSM211454,,,,
GSM211455,,,,
GSM211456,,,,
GSM211457,,,,
GSM211458,,,,
GSM211459,,,,
GSM211460,,,,
GSM38072,,,,
GSM46946,,,,
GSM493272,,,,
GSM493273,,,,
GSM825377,,,,
GSM825378,,,,
GSM825379,,,,
GSM825380,,,,
GSM825381,,,,
GSM825382,,,,
GSM825383,,,,
GSM825384,,,,
GSM825385,,,,
GSM825386,,,,
GSM825387,,,,
GSM825388,,,,
GSM825389,,,,
GSM825390,,,,
GSM825391,,,,
GSM825392,,,,
GSM825393,,,,
GSM825394,,,,
GSM825395,,,,
GSM825396,,,,
GSM825397,,,,
GSM825398,,,,
GSM825399,,,,
GSM825400,,,,
GSM825401,,,,
GSM825402,,,,
GSM825403,,,,
GSM825404,,,,
GSM825405,,,,
GSM825406,,,,
GSM825407,,,,
GSM825408,,,,
GSM825409,,,,
GSM825410,,,,
GSM825411,,,,
GSM825412,,,,
GSM825413,,,,
GSM825414,,,,
GSM825415,,,,
GSM825416,,,,
GSM825417,,,,
GSM825418,,,,
GSM825419,,,,
GSM825420,,,,
GSM825421,,,,
GSM825422,,,,
GSM825423,,,,
GSM825424,,,,
GSM825425,,,,
GSM825426,,,,
GSM825427,,,,
GSM825428,,,,
GSM825429,,,,
GSM825430,,,,
GSM825431,,,,
GSM1060745,,,,
GSM211447,,,,
GSM211448,,,,
GSM211449,,,,
GSM211450,,,,
GSM493251,,,,
GSM493252,,,,
GSM493253,,,,
GSM493254,,,,
GSM825367,,,,
GSM825368,,,,
GSM825369,,,,
GSM825370,,,,
GSM825371,,,,
GSM825372,,,,
GSM825373,,,,
GSM825374,,,,
GSM825375,,,,
GSM825376,,,,
gsk_007,,,,
gsk_008,,,,
gsk_009,,,,
gsk_010,,,,
gsk_011,,,,
gsk_012,,,,
gsk_013,,,,
gsk_014,,,,
gsk_015,,,,
gsk_073,,,,
gsk_074,,,,
gsk_075,,,,
gsk_359,,,,
gsk_360,,,,
gsk_361,,,,
gsk_362,,,,
gsk_363,,,,
gsk_364,,,,
gsk_383,,,,
gsk_384,,,,
gsk_385,,,,
gsk_736,,,,
gsk_737,,,,
gsk_738,,,,
gsk_882,,,,
gsk_883,,,,
gsk_884,,,,
gsk_933,,,,
gsk_934,,,,
gsk_935,,,,
GSM102434,,,,
GSM102437,,,,
GSM102470,,,,
GSM102475,,,,
GSM1111159,,,,
GSM1111161,,,,
GSM1111163,,,,
GSM117677,,,,
GSM137919,,,,
GSM137976,,,,
GSM152625,,,,
GSM152717,,,,
GSM152732,,,,
GSM152779,,,,
GSM152797,,,,
GSM179874,,,,
GSM179921,,,,
GSM179926,,,,
GSM180995,,,,
GSM180996,,,,
GSM180997,,,,
GSM180998,,,,
GSM180999,,,,
GSM181000,,,,
GSM181001,,,,
GSM181002,,,,
GSM203714,,,,
GSM203738,,,,
GSM203753,,,,
GSM203793,,,,
GSM231906,,,,
GSM46920,,,,
GSM53030,,,,
GSM53097,,,,
GSM53117,,,,
GSM53137,,,,
GSM53139,,,,
GSM756939,,,,
GSM756940,,,,
GSM76532,,,,
GSM773124,,,,
GSM773125,,,,
GSM773126,,,,
GSM773127,,,,
GSM773128,,,,
GSM773129,,,,
GSM773130,,,,
GSM773131,,,,
GSM773132,,,,
GSM773133,,,,
GSM773134,,,,
GSM773135,,,,
GSM773136,,,,
GSM773137,,,,
GSM773138,,,,
GSM773139,,,,
GSM773140,,,,
GSM773141,,,,
GSM773142,,,,
GSM773143,,,,
GSM773144,,,,
GSM773145,,,,
GSM773146,,,,
GSM773147,,,,
GSM773148,,,,
GSM773149,,,,
GSM773150,,,,
GSM773151,,,,
GSM773152,,,,
GSM773153,,,,
GSM773154,,,,
GSM773155,,,,
GSM773156,,,,
GSM773157,,,,
GSM773158,,,,
GSM773159,,,,
GSM773160,,,,
GSM773161,,,,
GSM773162,,,,
GSM773163,,,,
GSM773164,,,,
GSM773165,,,,
GSM773166,,,,
GSM773167,,,,
GSM773168,,,,
GSM773169,,,,
GSM773170,,,,
GSM773171,,,,
GSM773172,,,,
GSM773173,,,,
GSM773174,,,,
GSM773175,,,,
GSM790400,,,,
GSM790402,,,,
GSM88993,,,,
GSM89048,,,,
GSM89073,,,,
GSM1060746,,,,
GSM176279,,,,
GSM176280,,,,
GSM176428,,,,
GSM176429,,,,
GSM176430,,,,
GSM180991,,,,
GSM180992,,,,
GSM180993,,,,
GSM180994,,,,
GSM298203,,,,
GSM298204,,,,
GSM298212,,,,
GSM298215,,,,
GSM298216,,,,
GSM298217,,,,
GSM756935,,,,
GSM756936,,,,
GSM756937,,,,
GSM773176,,,,
GSM773177,,,,
GSM773178,,,,
GSM773179,,,,
GSM773180,,,,
GSM773181,,,,
GSM773182,,,,
GSM773183,,,,
GSM773184,,,,
GSM773185,,,,
GSM773186,,,,
GSM773187,,,,
GSM773188,,,,
GSM773189,,,,
GSM773190,,,,
GSM773191,,,,
GSM773192,,,,
GSM773193,,,,
GSM773194,,,,
GSM773195,,,,
GSM773196,,,,
GSM773197,,,,
GSM773198,,,,
GSM773199,,,,
GSM773200,,,,
GSM773201,,,,
GSM773202,,,,
GSM773203,,,,
GSM773204,,,,
GSM773205,,,,
GSM773206,,,,
GSM773207,,,,
GSM773208,,,,
GSM773209,,,,
GSM773210,,,,
GSM773211,,,,
GSM773212,,,,
GSM773213,,,,
GSM773214,,,,
GSM773215,,,,
GSM790401,,,,
gsk_001,,,,
gsk_002,,,,
gsk_003,,,,
gsk_052,,,,
gsk_053,,,,
gsk_054,,,,
gsk_058,,,,
gsk_059,,,,
gsk_060,,,,
gsk_061,,,,
gsk_062,,,,
gsk_063,,,,
gsk_064,,,,
gsk_065,,,,
gsk_066,,,,
gsk_067,,,,
gsk_068,,,,
gsk_069,,,,
gsk_088,,,,
gsk_089,,,,
gsk_090,,,,
gsk_106,,,,
gsk_107,,,,
gsk_108,,,,
gsk_142,,,,
gsk_143,,,,
gsk_144,,,,
gsk_145,,,,
gsk_146,,,,
gsk_147,,,,
gsk_148,,,,
gsk_149,,,,
gsk_150,,,,
gsk_163,,,,
gsk_164,,,,
gsk_165,,,,
gsk_195,,,,
gsk_196,,,,
gsk_197,,,,
gsk_198,,,,
gsk_199,,,,
gsk_200,,,,
gsk_207,,,,
gsk_208,,,,
gsk_209,,,,
gsk_210,,,,
gsk_211,,,,
gsk_212,,,,
gsk_219,,,,
gsk_220,,,,
gsk_221,,,,
gsk_240,,,,
gsk_241,,,,
gsk_242,,,,
gsk_249,,,,
gsk_250,,,,
gsk_251,,,,
gsk_252,,,,
gsk_253,,,,
gsk_254,,,,
gsk_255,,,,
gsk_256,,,,
gsk_257,,,,
gsk_261,,,,
gsk_262,,,,
gsk_263,,,,
gsk_273,,,,
gsk_274,,,,
gsk_275,,,,
gsk_279,,,,
gsk_280,,,,
gsk_281,,,,
gsk_315,,,,
gsk_316,,,,
gsk_317,,,,
gsk_324,,,,
gsk_325,,,,
gsk_332,,,,
gsk_333,,,,
gsk_334,,,,
gsk_335,,,,
gsk_336,,,,
gsk_337,,,,
gsk_350,,,,
gsk_351,,,,
gsk_352,,,,
gsk_353,,,,
gsk_354,,,,
gsk_355,,,,
gsk_371,,,,
gsk_372,,,,
gsk_373,,,,
gsk_377,,,,
gsk_378,,,,
gsk_379,,,,
gsk_380,,,,
gsk_381,,,,
gsk_382,,,,
gsk_392,,,,
gsk_393,,,,
gsk_394,,,,
gsk_395,,,,
gsk_396,,,,
gsk_397,,,,
gsk_398,,,,
gsk_399,,,,
gsk_400,,,,
gsk_401,,,,
gsk_402,,,,
gsk_403,,,,
gsk_404,,,,
gsk_405,,,,
gsk_406,,,,
gsk_410,,,,
gsk_411,,,,
gsk_412,,,,
gsk_422,,,,
gsk_423,,,,
gsk_424,,,,
gsk_428,,,,
gsk_429,,,,
gsk_430,,,,
gsk_440,,,,
gsk_441,,,,
gsk_442,,,,
gsk_443,,,,
gsk_444,,,,
gsk_445,,,,
gsk_458,,,,
gsk_459,,,,
gsk_460,,,,
gsk_461,,,,
gsk_462,,,,
gsk_463,,,,
gsk_470,,,,
gsk_471,,,,
gsk_472,,,,
gsk_476,,,,
gsk_477,,,,
gsk_478,,,,
gsk_479,,,,
gsk_480,,,,
gsk_481,,,,
gsk_482,,,,
gsk_483,,,,
gsk_484,,,,
gsk_485,,,,
gsk_486,,,,
gsk_487,,,,
gsk_491,,,,
gsk_492,,,,
gsk_493,,,,
gsk_494,,,,
gsk_495,,,,
gsk_496,,,,
gsk_497,,,,
gsk_498,,,,
gsk_499,,,,
gsk_500,,,,
gsk_501,,,,
gsk_502,,,,
gsk_503,,,,
gsk_504,,,,
gsk_505,,,,
gsk_697,,,,
gsk_698,,,,
gsk_699,,,,
gsk_700,,,,
gsk_701,,,,
gsk_702,,,,
gsk_703,,,,
gsk_704,,,,
gsk_705,,,,
gsk_706,,,,
gsk_707,,,,
gsk_708,,,,
gsk_715,,,,
gsk_716,,,,
gsk_717,,,,
gsk_721,,,,
gsk_722,,,,
gsk_723,,,,
gsk_727,,,,
gsk_728,,,,
gsk_729,,,,
gsk_730,,,,
gsk_731,,,,
gsk_732,,,,
gsk_739,,,,
gsk_740,,,,
gsk_741,,,,
gsk_784,,,,
gsk_785,,,,
gsk_786,,,,
gsk_823,,,,
gsk_824,,,,
gsk_825,,,,
gsk_826,,,,
gsk_827,,,,
gsk_828,,,,
gsk_829,,,,
gsk_830,,,,
gsk_831,,,,
gsk_832,,,,
gsk_833,,,,
gsk_834,,,,
gsk_835,,,,
gsk_836,,,,
gsk_837,,,,
gsk_838,,,,
gsk_839,,,,
gsk_909,,,,
gsk_910,,,,
gsk_911,,,,
gsk_912,,,,
gsk_913,,,,
gsk_914,,,,
gsk_915,,,,
gsk_916,,,,
gsk_917,,,,
gsk_921,,,,
gsk_922,,,,
gsk_923,,,,
GSM101869,,,,
GSM102457,,,,
GSM102466,,,,
GSM102514,,,,
GSM1026370,,,,
GSM1026371,,,,
GSM1026372,,,,
GSM1026373,,,,
GSM1026374,,,,
GSM1026375,,,,
GSM1026386,,,,
GSM1026387,,,,
GSM1026388,,,,
GSM1026389,,,,
GSM1026390,,,,
GSM1026391,,,,
GSM1026392,,,,
GSM1026393,,,,
GSM1030962,,,,
GSM1030963,,,,
GSM1030964,,,,
GSM1030965,,,,
GSM1030966,,,,
GSM1030967,,,,
GSM1030968,,,,
GSM1030969,,,,
GSM1030970,,,,
GSM1030971,,,,
GSM1030972,,,,
GSM1030973,,,,
GSM1030974,,,,
GSM1030975,,,,
GSM1030976,,,,
GSM1030977,,,,
GSM1030978,,,,
GSM1030979,,,,
GSM1030980,,,,
GSM1030981,,,,
GSM1030982,,,,
GSM1030983,,,,
GSM1030984,,,,
GSM1030985,,,,
GSM1030986,,,,
GSM1030987,,,,
GSM1030988,,,,
GSM1030989,,,,
GSM1030990,,,,
GSM1030991,,,,
GSM1030992,,,,
GSM1030993,,,,
GSM1030994,,,,
GSM1030995,,,,
GSM1030996,,,,
GSM1030997,,,,
GSM1030998,,,,
GSM1030999,,,,
GSM1031000,,,,
GSM1031001,,,,
GSM1031002,,,,
GSM1031003,,,,
GSM1031004,,,,
GSM1031005,,,,
GSM1031006,,,,
GSM1031007,,,,
GSM1031008,,,,
GSM1031009,,,,
GSM1031010,,,,
GSM1031011,,,,
GSM1031012,,,,
GSM1031013,,,,
GSM1031014,,,,
GSM1031015,,,,
GSM1031016,,,,
GSM1031017,,,,
GSM1031018,,,,
GSM1031019,,,,
GSM1031020,,,,
GSM1031021,,,,
GSM1031022,,,,
GSM1031023,,,,
GSM1031024,,,,
GSM1031025,,,,
GSM1031026,,,,
GSM1031027,,,,
GSM1031028,,,,
GSM1031029,,,,
GSM1031030,,,,
GSM1031031,,,,
GSM1031032,,,,
GSM1031033,,,,
GSM1031034,,,,
GSM1031035,,,,
GSM1031036,,,,
GSM1031037,,,,
GSM1031038,,,,
GSM1031039,,,,
GSM1031040,,,,
GSM1031831,,,,
GSM1031832,,,,
GSM1031833,,,,
GSM1031834,,,,
GSM1031835,,,,
GSM1031836,,,,
GSM1031837,,,,
GSM1031838,,,,
GSM1031839,,,,
GSM1031840,,,,
GSM1031841,,,,
GSM1031842,,,,
GSM1031843,,,,
GSM1031844,,,,
GSM1031845,,,,
GSM1031846,,,,
GSM1031847,,,,
GSM1031848,,,,
GSM1031849,,,,
GSM1031850,,,,
GSM1031851,,,,
GSM1031852,,,,
GSM1031853,,,,
GSM1031854,,,,
GSM1031855,,,,
GSM1031856,,,,
GSM1031857,,,,
GSM1031858,,,,
GSM1031859,,,,
GSM1031860,,,,
GSM1031861,,,,
GSM1031862,,,,
GSM1031863,,,,
GSM1031864,,,,
GSM1031865,,,,
GSM1031866,,,,
GSM1031867,,,,
GSM1031868,,,,
GSM1035303,,,,
GSM1035304,,,,
GSM1035305,,,,
GSM1035306,,,,
GSM1035307,,,,
GSM1035308,,,,
GSM1035309,,,,
GSM1035310,,,,
GSM1035311,,,,
GSM1035312,,,,
GSM1035313,,,,
GSM1035314,,,,
GSM1035315,,,,
GSM1035316,,,,
GSM1035317,,,,
GSM1035318,,,,
GSM1035319,,,,
GSM1035320,,,,
GSM1035321,,,,
GSM1035322,,,,
GSM1035323,,,,
GSM1035324,,,,
GSM1035325,,,,
GSM1035326,,,,
GSM1035327,,,,
GSM1035329,,,,
GSM1035330,,,,
GSM1035331,,,,
GSM1035332,,,,
GSM1035333,,,,
GSM1035334,,,,
GSM1035335,,,,
GSM1035336,,,,
GSM1035337,,,,
GSM1035338,,,,
GSM1035339,,,,
GSM1035340,,,,
GSM1035341,,,,
GSM1035342,,,,
GSM1035343,,,,
GSM1035344,,,,
GSM1035345,,,,
GSM1035346,,,,
GSM1035347,,,,
GSM1035348,,,,
GSM1036389,,,,
GSM1036390,,,,
GSM1036391,,,,
GSM1038168,,,,
GSM1038169,,,,
GSM1038170,,,,
GSM1052549,,,,
GSM1052550,,,,
GSM1052551,,,,
GSM1052552,,,,
GSM1052553,,,,
GSM1052554,,,,
GSM1052555,,,,
GSM1052556,,,,
GSM1052557,,,,
GSM1052558,,,,
GSM1052559,,,,
GSM1052560,,,,
GSM1055799,,,,
GSM1083475,,,,
GSM1083476,,,,
GSM1083477,,,,
GSM1083478,,,,
GSM1083479,,,,
GSM1083480,,,,
GSM1083481,,,,
GSM1083482,,,,
GSM1083483,,,,
GSM1094680,,,,
GSM1094684,,,,
GSM1113422,,,,
GSM1113423,,,,
GSM1113424,,,,
GSM1125352,,,,
GSM1125353,,,,
GSM1125354,,,,
GSM1125355,,,,
GSM1125356,,,,
GSM1125357,,,,
GSM1125358,,,,
GSM1125359,,,,
GSM1125360,,,,
GSM1125361,,,,
GSM1125362,,,,
GSM1125363,,,,
GSM1125364,,,,
GSM1125365,,,,
GSM1125366,,,,
GSM1125367,,,,
GSM1125368,,,,
GSM1125369,,,,
GSM1125370,,,,
GSM1125372,,,,
GSM1125373,,,,
GSM1125374,,,,
GSM1125375,,,,
GSM1125376,,,,
GSM1125377,,,,
GSM1125378,,,,
GSM1125383,,,,
GSM1125384,,,,
GSM1125386,,,,
GSM1125387,,,,
GSM1125388,,,,
GSM1138793,,,,
GSM1138794,,,,
GSM1138795,,,,
GSM1138796,,,,
GSM1138797,,,,
GSM1138798,,,,
GSM1138799,,,,
GSM1138800,,,,
GSM1138801,,,,
GSM1138802,,,,
GSM1138803,,,,
GSM1138804,,,,
GSM1139496,,,,
GSM1139497,,,,
GSM1139498,,,,
GSM1139499,,,,
GSM1143783,,,,
GSM1143784,,,,
GSM1143785,,,,
GSM1143786,,,,
GSM1143787,,,,
GSM1143788,,,,
GSM1143789,,,,
GSM1143790,,,,
GSM1143791,,,,
GSM1143792,,,,
GSM1143793,,,,
GSM1143794,,,,
GSM1143795,,,,
GSM1143797,,,,
GSM1143798,,,,
GSM1143799,,,,
GSM1143800,,,,
GSM1143801,,,,
GSM1143802,,,,
GSM1143803,,,,
GSM1143804,,,,
GSM1143805,,,,
GSM1143806,,,,
GSM1143807,,,,
GSM1143808,,,,
GSM1143809,,,,
GSM1143810,,,,
GSM1143811,,,,
GSM1143812,,,,
GSM1143813,,,,
GSM1143814,,,,
GSM1143815,,,,
GSM1143816,,,,
GSM1143817,,,,
GSM1143818,,,,
GSM1143819,,,,
GSM1143820,,,,
GSM1143821,,,,
GSM1143822,,,,
GSM1143823,,,,
GSM1143824,,,,
GSM1143825,,,,
GSM1143826,,,,
GSM1143827,,,,
GSM1143828,,,,
GSM1143829,,,,
GSM1143830,,,,
GSM1143831,,,,
GSM1143832,,,,
GSM1143833,,,,
GSM1143834,,,,
GSM1143835,,,,
GSM1143836,,,,
GSM1143837,,,,
GSM1143838,,,,
GSM1143839,,,,
GSM1143840,,,,
GSM1143841,,,,
GSM1143842,,,,
GSM1143843,,,,
GSM1143844,,,,
GSM1143845,,,,
GSM1143846,,,,
GSM1143847,,,,
GSM1143848,,,,
GSM1143849,,,,
GSM1143850,,,,
GSM1143851,,,,
GSM1143852,,,,
GSM1143853,,,,
GSM1143854,,,,
GSM1143855,,,,
GSM1143856,,,,
GSM1143857,,,,
GSM1143858,,,,
GSM1143859,,,,
GSM1143860,,,,
GSM1143865,,,,
GSM1143866,,,,
GSM1143867,,,,
GSM1143868,,,,
GSM1143869,,,,
GSM1143872,,,,
GSM1143873,,,,
GSM1143874,,,,
GSM1143876,,,,
GSM1143877,,,,
GSM1143878,,,,
GSM1143879,,,,
GSM1143880,,,,
GSM1143881,,,,
GSM1143882,,,,
GSM1143883,,,,
GSM1143884,,,,
GSM1143885,,,,
GSM1143886,,,,
GSM1143887,,,,
GSM1143888,,,,
GSM1143889,,,,
GSM1148070,,,,
GSM1148071,,,,
GSM1148072,,,,
GSM1148073,,,,
GSM117688,,,,
GSM117765,,,,
GSM117771,,,,
GSM1211900,,,,
GSM1211901,,,,
GSM1211902,,,,
GSM1211903,,,,
GSM1211904,,,,
GSM1211905,,,,
GSM1211906,,,,
GSM1211907,,,,
GSM1211922,,,,
GSM1211923,,,,
GSM1211924,,,,
GSM1211925,,,,
GSM1211926,,,,
GSM1211927,,,,
GSM1211932,,,,
GSM1211933,,,,
GSM1211934,,,,
GSM1211935,,,,
GSM1211936,,,,
GSM1211937,,,,
GSM1211938,,,,
GSM1211939,,,,
GSM1211940,,,,
GSM1211941,,,,
GSM1211942,,,,
GSM1211943,,,,
GSM1211944,,,,
GSM1211945,,,,
GSM1211946,,,,
GSM1211947,,,,
GSM1211948,,,,
GSM1211949,,,,
GSM1211950,,,,
GSM1211951,,,,
GSM1211952,,,,
GSM1211953,,,,
GSM1211954,,,,
GSM1211955,,,,
GSM1211956,,,,
GSM1211957,,,,
GSM1211958,,,,
GSM1211959,,,,
GSM1211960,,,,
GSM1211967,,,,
GSM1211968,,,,
GSM1211969,,,,
GSM1211970,,,,
GSM1211971,,,,
GSM1211972,,,,
GSM1211973,,,,
GSM1211974,,,,
GSM1211975,,,,
GSM1211976,,,,
GSM1211977,,,,
GSM1211978,,,,
GSM1211979,,,,
GSM1211980,,,,
GSM1211981,,,,
GSM1211982,,,,
GSM1211983,,,,
GSM1211984,,,,
GSM1211985,,,,
GSM1211986,,,,
GSM1211987,,,,
GSM1211988,,,,
GSM1211989,,,,
GSM1211990,,,,
GSM1211991,,,,
GSM1211992,,,,
GSM1211993,,,,
GSM1211994,,,,
GSM1211995,,,,
GSM1211996,,,,
GSM1211997,,,,
GSM1211998,,,,
GSM1211999,,,,
GSM1212000,,,,
GSM1212001,,,,
GSM1212002,,,,
GSM1212003,,,,
GSM1212004,,,,
GSM1212005,,,,
GSM1212008,,,,
GSM1212009,,,,
GSM1212010,,,,
GSM1212011,,,,
GSM1212012,,,,
GSM1212013,,,,
GSM1212014,,,,
GSM1212015,,,,
GSM1212016,,,,
GSM1212017,,,,
GSM1212018,,,,
GSM1212019,,,,
GSM1212020,,,,
GSM1212021,,,,
GSM1212022,,,,
GSM1212023,,,,
GSM1212024,,,,
GSM1212025,,,,
GSM1212026,,,,
GSM1212027,,,,
GSM1212028,,,,
GSM1212029,,,,
GSM1212030,,,,
GSM1212031,,,,
GSM1212032,,,,
GSM1212033,,,,
GSM1212034,,,,
GSM1212035,,,,
GSM1212036,,,,
GSM1212037,,,,
GSM1212038,,,,
GSM1212039,,,,
GSM1212040,,,,
GSM1212041,,,,
GSM1212042,,,,
GSM1212043,,,,
GSM1212044,,,,
GSM1212045,,,,
GSM1212046,,,,
GSM1212047,,,,
GSM1212048,,,,
GSM1212049,,,,
GSM1212050,,,,
GSM1212051,,,,
GSM1212052,,,,
GSM1212053,,,,
GSM1212054,,,,
GSM1212055,,,,
GSM1212056,,,,
GSM1212057,,,,
GSM1212058,,,,
GSM1212059,,,,
GSM1212060,,,,
GSM1212061,,,,
GSM1212062,,,,
GSM1212063,,,,
GSM1212064,,,,
GSM1212065,,,,
GSM1212066,,,,
GSM1212067,,,,
GSM1212068,,,,
GSM1212069,,,,
GSM1212070,,,,
GSM1212071,,,,
GSM1212072,,,,
GSM1212073,,,,
GSM1212074,,,,
GSM1212075,,,,
GSM1212076,,,,
GSM1212077,,,,
GSM1212078,,,,
GSM1212080,,,,
GSM1212081,,,,
GSM1212082,,,,
GSM1212083,,,,
GSM1212084,,,,
GSM1212085,,,,
GSM1212086,,,,
GSM1212087,,,,
GSM1212088,,,,
GSM1212089,,,,
GSM1212090,,,,
GSM1212091,,,,
GSM1212092,,,,
GSM1212093,,,,
GSM1212094,,,,
GSM1212095,,,,
GSM1212096,,,,
GSM1212097,,,,
GSM1212098,,,,
GSM1212099,,,,
GSM1212100,,,,
GSM1212101,,,,
GSM1212102,,,,
GSM1212103,,,,
GSM1212104,,,,
GSM1212105,,,,
GSM1212106,,,,
GSM1212107,,,,
GSM1212108,,,,
GSM1212109,,,,
GSM1212110,,,,
GSM1212111,,,,
GSM1212112,,,,
GSM1212113,,,,
GSM1212114,,,,
GSM1212115,,,,
GSM1212116,,,,
GSM1212117,,,,
GSM1212118,,,,
GSM1212119,,,,
GSM1212120,,,,
GSM1212121,,,,
GSM1212122,,,,
GSM1212123,,,,
GSM1212124,,,,
GSM1212125,,,,
GSM1212126,,,,
GSM1212127,,,,
GSM1212128,,,,
GSM1212129,,,,
GSM1212130,,,,
GSM1212131,,,,
GSM1212132,,,,
GSM1212133,,,,
GSM1212134,,,,
GSM1212135,,,,
GSM1212136,,,,
GSM1212137,,,,
GSM1212138,,,,
GSM1212139,,,,
GSM1212140,,,,
GSM1212141,,,,
GSM1212144,,,,
GSM1212145,,,,
GSM1212146,,,,
GSM1212147,,,,
GSM1212148,,,,
GSM1212149,,,,
GSM1212150,,,,
GSM1212151,,,,
GSM1212152,,,,
GSM1212153,,,,
GSM1212154,,,,
GSM1212155,,,,
GSM1212156,,,,
GSM1212157,,,,
GSM1212158,,,,
GSM1212159,,,,
GSM1212160,,,,
GSM1212161,,,,
GSM1212162,,,,
GSM1212163,,,,
GSM1212164,,,,
GSM1212165,,,,
GSM1212166,,,,
GSM1212167,,,,
GSM1212168,,,,
GSM1212169,,,,
GSM1212170,,,,
GSM1212171,,,,
GSM1212172,,,,
GSM1212173,,,,
GSM1212176,,,,
GSM1226231,,,,
GSM1226232,,,,
GSM1226233,,,,
GSM1226234,,,,
GSM1226235,,,,
GSM1226236,,,,
GSM1232585,,,,
GSM1232586,,,,
GSM1232587,,,,
GSM1232588,,,,
GSM1232589,,,,
GSM1232590,,,,
GSM1232591,,,,
GSM1232592,,,,
GSM1232593,,,,
GSM1232594,,,,
GSM1232595,,,,
GSM1232596,,,,
GSM1232597,,,,
GSM1262782,,,,
GSM1262784,,,,
GSM1262785,,,,
GSM1267671,,,,
GSM1267672,,,,
GSM1267673,,,,
GSM1267675,,,,
GSM1267676,,,,
GSM1267677,,,,
GSM1267678,,,,
GSM1267680,,,,
GSM1267681,,,,
GSM1267682,,,,
GSM1267683,,,,
GSM1267684,,,,
GSM1267685,,,,
GSM1267686,,,,
GSM1277548,,,,
GSM1277549,,,,
GSM1277550,,,,
GSM1277551,,,,
GSM1277552,,,,
GSM1277553,,,,
GSM1277554,,,,
GSM1277555,,,,
GSM1277556,,,,
GSM1277557,,,,
GSM1277558,,,,
GSM1277559,,,,
GSM1277560,,,,
GSM1277561,,,,
GSM1277562,,,,
GSM1277563,,,,
GSM1277564,,,,
GSM1277565,,,,
GSM1277566,,,,
GSM1277567,,,,
GSM1277568,,,,
GSM1277569,,,,
GSM1277570,,,,
GSM1301481,,,,
GSM1301482,,,,
GSM1301483,,,,
GSM1301484,,,,
GSM1301485,,,,
GSM1301486,,,,
GSM1301487,,,,
GSM1301488,,,,
GSM1301489,,,,
GSM1301490,,,,
